"cancel","64"
"rehouse","1"
"prepare","646"
"recline","13"
"govern","90"
"mince","1"
"supplant","8"
"tinkle","7"
"analyse","54"
"resemble","233"
"discourage","28"
"oversee","14"
"pretend","420"
"rupture","1"
"wreck","21"
"proffer","5"
"pick","711"
"afflict","3"
"constrict","9"
"reproach","53"
"fluctuate","3"
"kidnap","41"
"reposition","2"
"warrant","6"
"calculate","122"
"authorize","14"
"conceal","311"
"groom","2"
"sniff","4"
"possess","225"
"coincide","19"
"require","343"
"scratch","3"
"devise","40"
"click","5"
"clutch","139"
"temper","3"
"evacuate","4"
"wink","82"
"eavesdrop","2"
"rejoice","38"
"dawn","4"
"wing","4"
"placate","2"
"tickle","2"
"object","93"
"wind","21"
"interject","5"
"harbour","3"
"hang","1033"
"throb","7"
"SET","1"
"achieve","219"
"overdo","16"
"roll","141"
"blur","2"
"suffice","19"
"concede","42"
"turn","4824"
"elect","64"
"deluge","1"
"result","13"
"yowl","1"
"wreak","3"
"evaporate","6"
"commission","12"
"muff","1"
"quiet","13"
"flip","25"
"disband","5"
"connect","110"
"hand","779"
"pervert","1"
"rescind","1"
"resume","53"
"rebuild","7"
"barricade","2"
"address","145"
"twiddle","4"
"deaden","1"
"excavate","1"
"ramble","3"
"wipe","419"
"halt","4"
"photograph","58"
"overwhelm","19"
"police","2"
"throw","701"
"thank","1130"
"poach","1"
"disguise","7"
"wrap","156"
"discuss","152"
"reimburse","1"
"correct","143"
"resolve","132"
"lade","3"
"unfurl","3"
"chill","1"
"confront","11"
"reunite","2"
"dominate","80"
"imitate","97"
"empty","30"
"deploy","5"
"wish","1422"
"compute","6"
"rearrange","8"
"reproduce","5"
"tie","218"
"exceed","23"
"enlarge","19"
"pervade","5"
"disperse","46"
"tip","15"
"implement","9"
"avert","48"
"export","7"
"laugh","1502"
"dismount","10"
"chime","2"
"murder","219"
"incinerate","5"
"hanker","3"
"pat","36"
"erode","2"
"paw","7"
"pay","1296"
"check","362"
"beset","3"
"list","9"
"lack","130"
"frustrate","2"
"remunerate","1"
"importune","1"
"revise","8"
"ascend","26"
"harm","73"
"avenge","22"
"embody","6"
"remove","537"
"muster","14"
"outstrip","3"
"emancipate","1"
"envisage","2"
"root","4"
"wrestle","32"
"motivate","2"
"ricochet","5"
"spoil","133"
"multiply","16"
"lend","103"
"live","1002"
"worsen","7"
"hypothesize","1"
"pilot","1"
"authorise","2"
"perform","222"
"concentrate","182"
"expose","144"
"cheer","55"
"unfetter","1"
"bemoan","1"
"avow","3"
"better","2"
"taint","3"
"tinker","1"
"populate","2"
"puncture","1"
"service","1"
"permit","193"
"inject","8"
"upraise","1"
"pocket","1"
"pile","15"
"channel","1"
"focus","71"
"sate","1"
"hamper","11"
"exterminate","1"
"approach","517"
"overshadow","9"
"usher","12"
"misappropriate","1"
"conjecture","5"
"peg","1"
"experiment","11"
"flop","4"
"bump","66"
"hate","675"
"block","26"
"ordain","3"
"revive","31"
"mull","8"
"write","3439"
"flow","96"
"pet","14"
"order","341"
"wage","31"
"explicate","2"
"modulate","1"
"proceed","86"
"inter","4"
"understand","3405"
"dismiss","74"
"birth","5"
"gore","1"
"propose","120"
"destine","9"
"flog","1"
"remit","1"
"glint","17"
"install","11"
"even","1"
"analyze","65"
"ensue","24"
"coach","1"
"wait","3885"
"blackmail","18"
"save","888"
"stagger","3"
"matter","231"
"restrict","33"
"enliven","5"
"top","5"
"peep","14"
"peer","64"
"imprison","39"
"ladle","1"
"tot","1"
"wail","7"
"persecute","24"
"tow","27"
"REQUIRE","1"
"roast","19"
"haul","18"
"avail","5"
"question","153"
"peel","13"
"foreordain","3"
"jostle","18"
"produce","288"
"picture","54"
"denounce","29"
"peek","9"
"verge","1"
"cheat","7"
"disengage","9"
"underrate","3"
"disable","10"
"regard","298"
"horrify","27"
"resurrect","4"
"infect","34"
"chronicle","1"
"infiltrate","15"
"prohibit","20"
"cop","1"
"reign","40"
"reverberate","6"
"hypothesise","1"
"foresee","59"
"associate","76"
"pacify","4"
"pray","311"
"crawl","92"
"plead","76"
"gleam","65"
"wake","866"
"detract","1"
"lag","5"
"glean","1"
"rejoin","11"
"pin","1"
"function","71"
"raise","1183"
"twirl","12"
"revere","4"
"stock","3"
"sneak","2"
"suspend","48"
"void","2"
"lay","672"
"swap","20"
"dispense","3"
"fondle","6"
"pardon","29"
"crave","16"
"sway","25"
"revert","18"
"splinter","1"
"belittle","1"
"tutor","1"
"reconcile","46"
"impugn","1"
"condition","15"
"annul","1"
"tempt","43"
"peddle","4"
"improve","139"
"snow","56"
"try","5867"
"cross-question","1"
"vanquish","10"
"twist","86"
"absolve","1"
"perplex","5"
"emanate","20"
"procrastinate","2"
"locate","130"
"unite","52"
"censure","2"
"chatter","5"
"personate","2"
"accost","18"
"cause","464"
"muse","33"
"combat","1"
"despise","57"
"indulge","12"
"wound","59"
"pursue","141"
"design","59"
"convey","74"
"busy","6"
"land","177"
"redeem","15"
"bust","9"
"contaminate","1"
"allude","4"
"burn","513"
"wring","4"
"accord","13"
"forfeit","3"
"cry","1975"
"disintegrate","11"
"rampage","1"
"backfire","1"
"probe","6"
"doctor","1"
"groan","5"
"bury","318"
"conduct","76"
"obey","157"
"plunder","1"
"botch","1"
"foment","1"
"grapple","2"
"respond","186"
"tidy","35"
"sketch","12"
"ply","1"
"sport","6"
"walk","2423"
"glisten","43"
"attire","1"
"tug","46"
"marry","480"
"pity","40"
"absorb","53"
"grieve","14"
"supply","57"
"induct","1"
"concern","189"
"circulate","34"
"fracture","5"
"resuscitate","1"
"incubate","1"
"rectify","15"
"lessen","7"
"refrain","10"
"merge","30"
"let","1852"
"state","92"
"press","546"
"dock","4"
"welcome","179"
"snub","1"
"drift","35"
"want","11369"
"pace","146"
"exclaim","253"
"forecast","3"
"mute","1"
"uncover","65"
"deteriorate","8"
"recognize","575"
"pack","182"
"induce","38"
"wane","13"
"extricate","12"
"baffle","7"
"offend","142"
"enroll","15"
"infringe","3"
"circle","75"
"butt","4"
"resign","6"
"safeguard","4"
"bathe","20"
"cut","110"
"dethrone","1"
"reside","12"
"document","2"
"ward","4"
"harass","8"
"dread","31"
"starve","3"
"chase","167"
"promote","30"
"found","73"
"tear","371"
"excuse","189"
"combust","1"
"attack","244"
"divorce","58"
"attach","52"
"distribute","37"
"shout","856"
"escape","640"
"enlist","8"
"convict","49"
"validate","7"
"quiz","7"
"think","16927"
"receive","721"
"dodge","46"
"clad","13"
"participate","47"
"consolidate","4"
"inhibit","13"
"Run","1"
"intimate","2"
"shove","61"
"disclose","14"
"entrust","56"
"torture","103"
"charm","31"
"realise","10"
"watch","3055"
"clap","46"
"quit","126"
"pluck","34"
"polish","8"
"chart","2"
"evoke","36"
"fashion","3"
"dazzle","2"
"attend","174"
"smite","20"
"shovel","6"
"lie","2741"
"tilt","44"
"secure","77"
"smell","444"
"align","5"
"re-evaluate","1"
"initiate","27"
"glare","19"
"compile","19"
"incite","7"
"school","3"
"continue","1048"
"fume","4"
"interpose","1"
"bias","1"
"connive","1"
"trundle","3"
"shoot","694"
"vacate","7"
"realize","1209"
"radiate","37"
"brush","17"
"encroach","2"
"perish","77"
"unlock","26"
"last","350"
"stipulate","3"
"adapt","72"
"prosecute","1"
"wash","333"
"doubt","391"
"weight","4"
"merit","10"
"develop","296"
"dissemble","2"
"warn","434"
"unbend","1"
"warm","125"
"measure","171"
"redound","1"
"lash","1"
"congeal","2"
"page","3"
"assume","383"
"swim","211"
"scotch","1"
"predestine","2"
"chant","11"
"banish","11"
"house","17"
"wave","565"
"squabble","2"
"hitch","1"
"distend","1"
"bellow","31"
"ting","1"
"stare","547"
"secrete","6"
"intermingle","1"
"steady","16"
"vote","95"
"enclose","21"
"enhance","2"
"ravish","3"
"pain","19"
"harvest","11"
"juxtapose","4"
"quieten","3"
"thieve","3"
"slither","6"
"cuddle","1"
"wheeze","2"
"loathe","17"
"center","7"
"start","2697"
"purchase","82"
"reheat","1"
"exult","5"
"flaunt","2"
"manage","533"
"endorse","16"
"teem","8"
"wager","15"
"equal","17"
"bypass","6"
"marvel","22"
"fund","12"
"laud","2"
"seclude","1"
"alight","20"
"finance","7"
"mesmerize","2"
"stash","6"
"incur","1"
"inundate","3"
"recoil","8"
"shadow","5"
"regulate","38"
"encircle","6"
"superimpose","2"
"put","2421"
"climb","630"
"baptise","4"
"squawk","1"
"vilify","3"
"enter","1082"
"attain","45"
"trap","13"
"deprive","36"
"struggle","105"
"batter","6"
"bide","9"
"destroy","528"
"detonate","1"
"lapse","10"
"provide","277"
"allocate","1"
"light","438"
"forestall","8"
"impute","2"
"worship","23"
"muddle","1"
"muffle","6"
"pant","4"
"formulate","3"
"glorify","2"
"consume","35"
"shelve","4"
"smart","5"
"fuse","13"
"desist","6"
"rebound","7"
"assure","222"
"prop","43"
"growl","12"
"consult","42"
"tumble","30"
"smash","78"
"attest","4"
"entice","8"
"tire","105"
"fuss","1"
"undervalue","4"
"chain","2"
"survive","410"
"desire","159"
"twitch","20"
"prod","2"
"murmur","117"
"unify","15"
"hound","14"
"reverse","25"
"postulate","6"
"ravage","1"
"infest","1"
"redress","2"
"swop","1"
"chat","86"
"tweak","1"
"fetch","102"
"crumple","21"
"foster","9"
"clink","1"
"summarize","24"
"travel","319"
"cling","12"
"clip","6"
"beam","19"
"overpower","12"
"recapitulate","2"
"doom","35"
"tell","11269"
"replace","237"
"stomach","2"
"emulate","3"
"experience","255"
"listen","2600"
"flatten","9"
"hit","523"
"squash","1"
"bloom","13"
"denote","16"
"beat","304"
"interrupt","319"
"exhort","3"
"propagate","3"
"bear","870"
"consider","992"
"forebode","4"
"prescribe","22"
"necessitate","6"
"obtain","115"
"ambush","2"
"tack","6"
"pulverise","1"
"resist","191"
"dampen","1"
"straighten","98"
"bereave","1"
"water","28"
"stimulate","39"
"pause","21"
"savour","16"
"eclipse","3"
"congratulate","32"
"square","1"
"soak","13"
"soar","8"
"fetter","1"
"debilitate","2"
"commute","3"
"sustain","63"
"entertain","56"
"ease","46"
"request","105"
"classify","12"
"overrun","3"
"part","6"
"envision","1"
"shepherd","1"
"point","1196"
"penetrate","112"
"perpetrate","2"
"tend","66"
"mumble","78"
"resound","17"
"frighten","96"
"uphold","3"
"park","125"
"deserve","271"
"process","21"
"restore","77"
"sprout","2"
"exude","9"
"revenge","8"
"subscribe","4"
"clear","221"
"zoom","2"
"encounter","138"
"clean","283"
"sock","2"
"commiserate","3"
"build","477"
"mean","3606"
"approve","133"
"earn","210"
"baptize","22"
"chafe","4"
"interfere","46"
"further","3"
"hurry","281"
"account","5"
"tolerate","69"
"lug","9"
"stack","3"
"swivel","1"
"underline","14"
"resent","1"
"repulse","6"
"mime","1"
"stride","61"
"advance","73"
"opine","3"
"allay","2"
"tramp","12"
"crack","50"
"trip","2"
"bind","114"
"appreciate","132"
"trim","6"
"record","130"
"rally","4"
"Straighten","1"
"jump","637"
"happen","308"
"pass","1782"
"preoccupy","8"
"amble","2"
"shock","23"
"strew","3"
"bill","5"
"misuse","9"
"distort","2"
"venture","7"
"discern","13"
"transfix","1"
"dilate","5"
"replenish","8"
"intoxicate","1"
"compare","215"
"mirror","13"
"depict","27"
"Set","1"
"edify","6"
"impinge","3"
"shiver","106"
"hop","44"
"bequeath","14"
"solidify","1"
"rouse","53"
"mint","1"
"grasp","207"
"harmonize","1"
"spark","2"
"affix","3"
"grass","1"
"brag","8"
"term","16"
"override","1"
"spare","133"
"mine","10"
"mind","23"
"replicate","3"
"tail","8"
"involve","203"
"right","3"
"assemble","64"
"outrun","1"
"elude","34"
"march","172"
"blast","5"
"mutter","199"
"repel","4"
"meet","1937"
"answer","1704"
"stage","6"
"underscore","2"
"grumble","3"
"shoplift","2"
"cultivate","40"
"borrow","187"
"supersede","8"
"ruminate","5"
"showcase","1"
"thrive","8"
"desert","66"
"co-operate","12"
"represent","383"
"quarter","4"
"backtrack","2"
"ejaculate","1"
"compete","34"
"die","2205"
"dig","92"
"dispatch","38"
"sympathise","2"
"impel","7"
"promise","808"
"dip","55"
"paralyze","10"
"besiege","3"
"enmesh","2"
"hold","2947"
"trail","50"
"club","1"
"talk","3604"
"reply","1050"
"vanish","492"
"signal","23"
"vault","4"
"impair","5"
"train","55"
"venerate","2"
"stray","20"
"whoop","2"
"parcel","2"
"test","166"
"journey","6"
"cajole","1"
"count","421"
"exhaust","102"
"creep","28"
"strap","17"
"feast","2"
"take","9043"
"accompany","205"
"obviate","1"
"imbibe","2"
"blame","156"
"reckon","88"
"chuck","17"
"abet","3"
"distract","38"
"occasion","1"
"hinge","2"
"squeeze","106"
"loan","11"
"fudge","1"
"back","14"
"arraign","1"
"title","1"
"preempt","1"
"miss","497"
"pound","78"
"preen","2"
"load","83"
"trot","15"
"bite","4"
"ferry","3"
"corroborate","13"
"ignore","266"
"soften","15"
"applaud","35"
"trickle","19"
"notice","1124"
"relax","231"
"relay","8"
"monitor","43"
"outlast","4"
"permeate","8"
"disassociate","1"
"schedule","13"
"print","79"
"apprehend","33"
"relocate","15"
"inherit","75"
"interpret","22"
"terrorize","2"
"hug","143"
"grant","106"
"mire","1"
"append","3"
"attitudinize","1"
"explain","1822"
"ransom","1"
"sparkle","9"
"envy","89"
"convert","44"
"construct","41"
"hope","1661"
"attempt","165"
"collaborate","10"
"relish","8"
"melt","42"
"hook","6"
"balance","14"
"tape","6"
"stalk","14"
"exasperate","3"
"fathom","5"
"bend","190"
"lock","529"
"refrigerate","1"
"mimic","5"
"pitch","16"
"conjoin","2"
"fear","453"
"gauge","12"
"creak","11"
"chop","3"
"sense","396"
"protest","105"
"brew","15"
"menace","7"
"afford","229"
"singe","1"
"debunk","1"
"deflect","1"
"curse","30"
"appease","7"
"impede","12"
"evaluate","28"
"dog","3"
"maltreat","1"
"rebuff","4"
"shield","19"
"upset","32"
"tussle","1"
"enrol","2"
"curve","2"
"skid","6"
"skin","21"
"deliver","161"
"tailor","4"
"stamp","3"
"skim","10"
"skip","74"
"cleanse","14"
"disseminate","6"
"writhe","8"
"uncoil","4"
"notify","38"
"mention","485"
"file","94"
"stream","8"
"herald","6"
"nurse","25"
"accumulate","24"
"dwarf","1"
"heave","31"
"man","5"
"stand","1214"
"surround","230"
"nourish","1"
"map","10"
"osculate","1"
"mar","6"
"lengthen","22"
"forward","16"
"strike","464"
"subdue","14"
"torch","1"
"trigger","8"
"assimilate","2"
"withhold","5"
"parley","4"
"dishearten","1"
"overmaster","2"
"mend","45"
"return","2255"
"succour","5"
"rotate","44"
"bait","1"
"use","1948"
"subject","25"
"feel","4422"
"engulf","15"
"thrill","16"
"serve","546"
"lunge","6"
"cough","42"
"drown","129"
"astound","7"
"smile","1772"
"evict","23"
"convene","1"
"strip","70"
"liken","7"
"find","6846"
"host","1"
"accelerate","51"
"TRY","1"
"credit","5"
"alter","193"
"combine","59"
"waste","45"
"brook","5"
"insinuate","1"
"confiscate","1"
"crackle","18"
"occur","627"
"illustrate","12"
"dry","38"
"embroil","3"
"sort","26"
"film","14"
"pressure","6"
"fill","704"
"paralyse","6"
"brood","17"
"numb","1"
"feed","146"
"chuckle","4"
"forget","2233"
"originate","26"
"infer","13"
"dispose","16"
"position","13"
"present","168"
"curtail","5"
"glow","96"
"stupefy","3"
"disconcert","8"
"wrangle","2"
"belong","66"
"blend","10"
"best","1"
"conceive","76"
"mess","1"
"delete","19"
"predate","3"
"ball","1"
"transform","168"
"advise","225"
"redouble","9"
"repeat","990"
"sputter","1"
"agitate","8"
"make","5161"
"fulfil","19"
"categorize","1"
"repeal","2"
"familiarize","2"
"rebuke","8"
"brandish","15"
"compound","1"
"master","37"
"badger","2"
"waken","30"
"stake","7"
"dub","2"
"underlie","1"
"witness","53"
"fortify","6"
"jibe","1"
"complicate","23"
"puzzle","28"
"conform","10"
"bake","47"
"relent","3"
"lodge","16"
"simplify","19"
"annoy","47"
"profess","15"
"inform","139"
"depend","295"
"slake","2"
"glue","6"
"commit","138"
"miscarry","1"
"scream","296"
"outdo","12"
"cure","104"
"curb","8"
"envelop","27"
"baby-sit","4"
"crash","72"
"convulse","2"
"cover","598"
"patch","1"
"reflect","299"
"bank","5"
"outfit","1"
"scurry","2"
"consummate","2"
"bang","43"
"reassure","89"
"divulge","17"
"fire","324"
"stick","356"
"trample","9"
"extort","5"
"devolve","1"
"orbit","3"
"covet","18"
"comprise","23"
"moderate","3"
"distinguish","197"
"uplift","4"
"invent","157"
"execute","20"
"flood","31"
"benefit","10"
"labor","10"
"elongate","10"
"wield","18"
"overstep","6"
"boost","4"
"capsize","4"
"concur","12"
"shower","1"
"debar","2"
"shelter","12"
"expel","56"
"examine","460"
"overrule","4"
"scan","60"
"eliminate","39"
"believe","3092"
"fret","1"
"vomit","32"
"long","233"
"remember","3347"
"augment","1"
"entitle","8"
"outline","6"
"fade","83"
"metamorphose","6"
"glance","220"
"free","131"
"mix","101"
"deputise","2"
"acquit","18"
"honour","10"
"twinkle","6"
"bother","250"
"invade","11"
"prosper","9"
"wolf","1"
"weary","6"
"slant","2"
"bespeak","1"
"appeal","31"
"swamp","6"
"people","1"
"stay","1733"
"repine","1"
"dedicate","44"
"evolve","124"
"appear","1216"
"face","107"
"gyrate","2"
"abandon","275"
"stab","55"
"inspire","15"
"impart","16"
"negate","1"
"fish","41"
"progress","17"
"invite","480"
"glide","26"
"open","3248"
"devote","107"
"crumble","4"
"circumvent","3"
"treat","169"
"daydream","8"
"approximate","1"
"invest","4"
"consign","8"
"project","20"
"ice","1"
"nominate","3"
"tread","76"
"emboss","1"
"loom","2"
"reevaluate","1"
"budge","2"
"imperil","1"
"beseech","8"
"sever","10"
"loop","1"
"restrain","13"
"fend","2"
"rummage","16"
"bare","7"
"ruin","120"
"surprise","672"
"crane","1"
"abound","4"
"invert","5"
"celebrate","117"
"spill","26"
"pester","8"
"cradle","2"
"please","316"
"look","8364"
"hunger","4"
"darken","1"
"retch","3"
"disrupt","9"
"scar","1"
"attune","2"
"misfire","1"
"rankle","1"
"converse","29"
"inspect","140"
"salvage","14"
"allow","1012"
"dangle","54"
"gulp","37"
"defer","5"
"knock","394"
"fantasize","2"
"befall","26"
"upend","1"
"rule","99"
"detect","51"
"re-establish","2"
"revoke","7"
"update","2"
"purge","11"
"condemn","104"
"speed","44"
"allot","4"
"canvass","3"
"evert","1"
"admit","843"
"propel","5"
"mash","5"
"wonder","594"
"bath","48"
"mask","5"
"patrol","6"
"accustom","49"
"entail","5"
"apply","132"
"stew","5"
"overlook","43"
"commend","8"
"externalize","1"
"concoct","4"
"chastise","1"
"disagree","1"
"misplace","4"
"step","200"
"comment","35"
"bash","2"
"revolt","4"
"transcend","13"
"disgust","10"
"mark","130"
"stem","11"
"base","55"
"endanger","15"
"employ","97"
"coerce","3"
"subordinate","4"
"defuse","4"
"equalize","1"
"reminisce","28"
"tingle","2"
"reestablish","2"
"consist","157"
"ingest","1"
"prick","16"
"relate","101"
"enable","116"
"espy","2"
"deplore","8"
"zip","10"
"still","1"
"compress","15"
"work","2761"
"arise","136"
"lose","1969"
"constitute","68"
"cherish","7"
"outlive","15"
"agree","903"
"patronize","1"
"fail","241"
"indict","32"
"convince","439"
"mate","1"
"deputize","2"
"prolong","20"
"terminate","15"
"love","1666"
"broadcast","26"
"galvanize","1"
"steep","1"
"seize","252"
"excise","1"
"enjoy","533"
"nettle","1"
"shroud","16"
"caress","48"
"substitute","19"
"punch","22"
"nick","2"
"discontinue","5"
"falsify","3"
"fall","2380"
"illumine","2"
"blaze","28"
"scatter","14"
"violate","38"
"eat","1192"
"verify","35"
"steer","31"
"inaugurate","1"
"cramp","3"
"undergo","18"
"reward","52"
"finger","2"
"include","137"
"sympathize","3"
"erase","60"
"repent","5"
"swallow","361"
"ebb","4"
"inhabit","32"
"gratify","6"
"sting","26"
"abstract","2"
"nurture","13"
"buckle","2"
"stink","14"
"excel","9"
"culture","1"
"thump","29"
"abduct","6"
"bawl","7"
"fake","21"
"perambulate","1"
"stir","197"
"devour","36"
"unroll","9"
"nonplus","1"
"insult","84"
"span","2"
"voice","19"
"escort","46"
"wince","25"
"perfect","1"
"prefer","2"
"ascribe","19"
"butcher","1"
"enhearten","1"
"float","116"
"allure","2"
"cauterize","4"
"arrange","228"
"evade","30"
"disgorge","1"
"depart","97"
"exaggerate","43"
"demean","2"
"discover","1021"
"spell","29"
"imply","96"
"offset","1"
"tether","7"
"vex","8"
"excite","71"
"peruse","5"
"capture","109"
"solicit","2"
"poke","33"
"manufacture","31"
"thrust","51"
"enshroud","1"
"mug","4"
"commence","37"
"wriggle","18"
"repair","95"
"billet","3"
"steal","523"
"interact","4"
"insure","18"
"bombard","24"
"bestow","19"
"superintend","2"
"unwind","11"
"typeset","3"
"captivate","9"
"forsake","25"
"trace","56"
"empathize","2"
"blubber","2"
"spend","1119"
"endeavour","48"
"discriminate","7"
